,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
4026,Ulaanbaatar,PM2.5 - Principal,2019-06-23 02:00:00,2019,6,23,2,34.2,97.0,Moderate,29.0,UG/M3,1 Hr,Valid
4027,Ulaanbaatar,PM2.5 - Principal,2019-06-23 03:00:00,2019,6,23,3,26.6,81.0,Moderate,19.0,UG/M3,1 Hr,Valid
4028,Ulaanbaatar,PM2.5 - Principal,2019-06-23 04:00:00,2019,6,23,4,23.3,75.0,Moderate,20.0,UG/M3,1 Hr,Valid
4029,Ulaanbaatar,PM2.5 - Principal,2019-06-23 05:00:00,2019,6,23,5,20.1,68.0,Moderate,17.0,UG/M3,1 Hr,Valid
4030,Ulaanbaatar,PM2.5 - Principal,2019-06-23 06:00:00,2019,6,23,6,15.5,58.0,Moderate,11.0,UG/M3,1 Hr,Valid
4031,Ulaanbaatar,PM2.5 - Principal,2019-06-23 07:00:00,2019,6,23,7,14.2,55.0,Moderate,13.0,UG/M3,1 Hr,Valid
4032,Ulaanbaatar,PM2.5 - Principal,2019-06-23 08:00:00,2019,6,23,8,13.6,54.0,Moderate,13.0,UG/M3,1 Hr,Valid
4033,Ulaanbaatar,PM2.5 - Principal,2019-06-23 09:00:00,2019,6,23,9,15.3,58.0,Moderate,17.0,UG/M3,1 Hr,Valid
4034,Ulaanbaatar,PM2.5 - Principal,2019-06-23 10:00:00,2019,6,23,10,14.1,55.0,Moderate,13.0,UG/M3,1 Hr,Valid
4035,Ulaanbaatar,PM2.5 - Principal,2019-06-23 11:00:00,2019,6,23,11,14.0,55.0,Moderate,14.0,UG/M3,1 Hr,Valid
4036,Ulaanbaatar,PM2.5 - Principal,2019-06-23 12:00:00,2019,6,23,12,19.5,67.0,Moderate,25.0,UG/M3,1 Hr,Valid
4037,Ulaanbaatar,PM2.5 - Principal,2019-06-23 13:00:00,2019,6,23,13,17.2,62.0,Moderate,15.0,UG/M3,1 Hr,Valid
4038,Ulaanbaatar,PM2.5 - Principal,2019-06-23 14:00:00,2019,6,23,14,16.1,59.0,Moderate,15.0,UG/M3,1 Hr,Valid
4039,Ulaanbaatar,PM2.5 - Principal,2019-06-23 15:00:00,2019,6,23,15,14.0,55.0,Moderate,12.0,UG/M3,1 Hr,Valid
4040,Ulaanbaatar,PM2.5 - Principal,2019-06-23 16:00:00,2019,6,23,16,14.5,56.0,Moderate,15.0,UG/M3,1 Hr,Valid
4041,Ulaanbaatar,PM2.5 - Principal,2019-06-23 17:00:00,2019,6,23,17,14.7,56.0,Moderate,15.0,UG/M3,1 Hr,Valid
4042,Ulaanbaatar,PM2.5 - Principal,2019-06-23 18:00:00,2019,6,23,18,17.3,62.0,Moderate,20.0,UG/M3,1 Hr,Valid
4043,Ulaanbaatar,PM2.5 - Principal,2019-06-23 19:00:00,2019,6,23,19,15.1,57.0,Moderate,13.0,UG/M3,1 Hr,Valid
4044,Ulaanbaatar,PM2.5 - Principal,2019-06-23 20:00:00,2019,6,23,20,14.0,55.0,Moderate,13.0,UG/M3,1 Hr,Valid
4045,Ulaanbaatar,PM2.5 - Principal,2019-06-23 21:00:00,2019,6,23,21,15.5,58.0,Moderate,17.0,UG/M3,1 Hr,Valid
4046,Ulaanbaatar,PM2.5 - Principal,2019-06-23 22:00:00,2019,6,23,22,18.2,64.0,Moderate,21.0,UG/M3,1 Hr,Valid
4047,Ulaanbaatar,PM2.5 - Principal,2019-06-23 23:00:00,2019,6,23,23,20.1,68.0,Moderate,22.0,UG/M3,1 Hr,Valid
4048,Ulaanbaatar,PM2.5 - Principal,2019-06-24 00:00:00,2019,6,24,0,29.0,87.0,Moderate,38.0,UG/M3,1 Hr,Valid
4049,Ulaanbaatar,PM2.5 - Principal,2019-06-24 01:00:00,2019,6,24,1,27.0,82.0,Moderate,25.0,UG/M3,1 Hr,Valid
4050,Ulaanbaatar,PM2.5 - Principal,2019-06-24 02:00:00,2019,6,24,2,26.5,81.0,Moderate,26.0,UG/M3,1 Hr,Valid
4051,Ulaanbaatar,PM2.5 - Principal,2019-06-24 03:00:00,2019,6,24,3,24.2,76.0,Moderate,22.0,UG/M3,1 Hr,Valid
4052,Ulaanbaatar,PM2.5 - Principal,2019-06-24 04:00:00,2019,6,24,4,20.6,69.0,Moderate,17.0,UG/M3,1 Hr,Valid
4053,Ulaanbaatar,PM2.5 - Principal,2019-06-24 05:00:00,2019,6,24,5,16.3,60.0,Moderate,12.0,UG/M3,1 Hr,Valid
4054,Ulaanbaatar,PM2.5 - Principal,2019-06-24 06:00:00,2019,6,24,6,21.1,70.0,Moderate,26.0,UG/M3,1 Hr,Valid
4055,Ulaanbaatar,PM2.5 - Principal,2019-06-24 07:00:00,2019,6,24,7,33.0,95.0,Moderate,45.0,UG/M3,1 Hr,Valid
4056,Ulaanbaatar,PM2.5 - Principal,2019-06-24 08:00:00,2019,6,24,8,48.0,132.0,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
4057,Ulaanbaatar,PM2.5 - Principal,2019-06-24 09:00:00,2019,6,24,9,53.5,145.0,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
4058,Ulaanbaatar,PM2.5 - Principal,2019-06-24 10:00:00,2019,6,24,10,78.2,163.0,Unhealthy,103.0,UG/M3,1 Hr,Valid
4059,Ulaanbaatar,PM2.5 - Principal,2019-06-24 11:00:00,2019,6,24,11,59.6,153.0,Unhealthy,41.0,UG/M3,1 Hr,Valid
4060,Ulaanbaatar,PM2.5 - Principal,2019-06-24 12:00:00,2019,6,24,12,92.8,170.0,Unhealthy,126.0,UG/M3,1 Hr,Valid
4061,Ulaanbaatar,PM2.5 - Principal,2019-06-24 13:00:00,2019,6,24,13,84.9,166.0,Unhealthy,77.0,UG/M3,1 Hr,Valid
4062,Ulaanbaatar,PM2.5 - Principal,2019-06-24 14:00:00,2019,6,24,14,74.9,161.0,Unhealthy,65.0,UG/M3,1 Hr,Valid
4063,Ulaanbaatar,PM2.5 - Principal,2019-06-24 15:00:00,2019,6,24,15,68.4,158.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
4064,Ulaanbaatar,PM2.5 - Principal,2019-06-24 16:00:00,2019,6,24,16,63.2,155.0,Unhealthy,58.0,UG/M3,1 Hr,Valid
4065,Ulaanbaatar,PM2.5 - Principal,2019-06-24 17:00:00,2019,6,24,17,77.1,162.0,Unhealthy,91.0,UG/M3,1 Hr,Valid
4066,Ulaanbaatar,PM2.5 - Principal,2019-06-24 18:00:00,2019,6,24,18,58.5,153.0,Unhealthy,40.0,UG/M3,1 Hr,Valid
4067,Ulaanbaatar,PM2.5 - Principal,2019-06-24 19:00:00,2019,6,24,19,62.7,155.0,Unhealthy,67.0,UG/M3,1 Hr,Valid
4068,Ulaanbaatar,PM2.5 - Principal,2019-06-24 20:00:00,2019,6,24,20,36.3,103.0,Unhealthy for Sensitive Groups,10.0,UG/M3,1 Hr,Valid
4069,Ulaanbaatar,PM2.5 - Principal,2019-06-24 21:00:00,2019,6,24,21,28.6,86.0,Moderate,21.0,UG/M3,1 Hr,Valid
4070,Ulaanbaatar,PM2.5 - Principal,2019-06-24 22:00:00,2019,6,24,22,27.8,84.0,Moderate,27.0,UG/M3,1 Hr,Valid
4071,Ulaanbaatar,PM2.5 - Principal,2019-06-24 23:00:00,2019,6,24,23,24.9,78.0,Moderate,22.0,UG/M3,1 Hr,Valid
4072,Ulaanbaatar,PM2.5 - Principal,2019-06-25 00:00:00,2019,6,25,0,24.4,77.0,Moderate,24.0,UG/M3,1 Hr,Valid
4073,Ulaanbaatar,PM2.5 - Principal,2019-06-25 01:00:00,2019,6,25,1,21.2,70.0,Moderate,18.0,UG/M3,1 Hr,Valid
4074,Ulaanbaatar,PM2.5 - Principal,2019-06-25 02:00:00,2019,6,25,2,13.1,53.0,Moderate,5.0,UG/M3,1 Hr,Valid
4075,Ulaanbaatar,PM2.5 - Principal,2019-06-25 03:00:00,2019,6,25,3,13.5,54.0,Moderate,14.0,UG/M3,1 Hr,Valid
4076,Ulaanbaatar,PM2.5 - Principal,2019-06-25 04:00:00,2019,6,25,4,11.7,49.0,Good,10.0,UG/M3,1 Hr,Valid
4077,Ulaanbaatar,PM2.5 - Principal,2019-06-25 05:00:00,2019,6,25,5,15.3,58.0,Moderate,19.0,UG/M3,1 Hr,Valid
4078,Ulaanbaatar,PM2.5 - Principal,2019-06-25 06:00:00,2019,6,25,6,21.1,70.0,Moderate,27.0,UG/M3,1 Hr,Valid
4079,Ulaanbaatar,PM2.5 - Principal,2019-06-25 07:00:00,2019,6,25,7,19.0,66.0,Moderate,17.0,UG/M3,1 Hr,Valid
4080,Ulaanbaatar,PM2.5 - Principal,2019-06-25 08:00:00,2019,6,25,8,20.5,69.0,Moderate,22.0,UG/M3,1 Hr,Valid
4081,Ulaanbaatar,PM2.5 - Principal,2019-06-25 09:00:00,2019,6,25,9,23.2,74.0,Moderate,26.0,UG/M3,1 Hr,Valid
4082,Ulaanbaatar,PM2.5 - Principal,2019-06-25 10:00:00,2019,6,25,10,24.1,76.0,Moderate,25.0,UG/M3,1 Hr,Valid
4083,Ulaanbaatar,PM2.5 - Principal,2019-06-25 11:00:00,2019,6,25,11,25.5,79.0,Moderate,27.0,UG/M3,1 Hr,Valid
4084,Ulaanbaatar,PM2.5 - Principal,2019-06-25 12:00:00,2019,6,25,12,19.7,67.0,Moderate,14.0,UG/M3,1 Hr,Valid
4085,Ulaanbaatar,PM2.5 - Principal,2019-06-25 13:00:00,2019,6,25,13,14.8,57.0,Moderate,10.0,UG/M3,1 Hr,Valid
4086,Ulaanbaatar,PM2.5 - Principal,2019-06-25 14:00:00,2019,6,25,14,10.9,45.0,Good,7.0,UG/M3,1 Hr,Valid
4087,Ulaanbaatar,PM2.5 - Principal,2019-06-25 15:00:00,2019,6,25,15,14.4,56.0,Moderate,18.0,UG/M3,1 Hr,Valid
4088,Ulaanbaatar,PM2.5 - Principal,2019-06-25 16:00:00,2019,6,25,16,14.7,56.0,Moderate,15.0,UG/M3,1 Hr,Valid
4089,Ulaanbaatar,PM2.5 - Principal,2019-06-25 17:00:00,2019,6,25,17,13.3,54.0,Moderate,12.0,UG/M3,1 Hr,Valid
4090,Ulaanbaatar,PM2.5 - Principal,2019-06-25 18:00:00,2019,6,25,18,15.6,58.0,Moderate,18.0,UG/M3,1 Hr,Valid
4091,Ulaanbaatar,PM2.5 - Principal,2019-06-25 19:00:00,2019,6,25,19,11.3,47.0,Good,7.0,UG/M3,1 Hr,Valid
4092,Ulaanbaatar,PM2.5 - Principal,2019-06-25 20:00:00,2019,6,25,20,8.6,36.0,Good,6.0,UG/M3,1 Hr,Valid
4093,Ulaanbaatar,PM2.5 - Principal,2019-06-25 21:00:00,2019,6,25,21,8.3,35.0,Good,8.0,UG/M3,1 Hr,Valid
4094,Ulaanbaatar,PM2.5 - Principal,2019-06-25 22:00:00,2019,6,25,22,10.1,42.0,Good,12.0,UG/M3,1 Hr,Valid
4095,Ulaanbaatar,PM2.5 - Principal,2019-06-25 23:00:00,2019,6,25,23,22.0,72.0,Moderate,34.0,UG/M3,1 Hr,Valid
4096,Ulaanbaatar,PM2.5 - Principal,2019-06-26 00:00:00,2019,6,26,0,30.0,89.0,Moderate,38.0,UG/M3,1 Hr,Valid
4097,Ulaanbaatar,PM2.5 - Principal,2019-06-26 01:00:00,2019,6,26,1,23.5,75.0,Moderate,17.0,UG/M3,1 Hr,Valid
4098,Ulaanbaatar,PM2.5 - Principal,2019-06-26 02:00:00,2019,6,26,2,17.2,62.0,Moderate,11.0,UG/M3,1 Hr,Valid
4099,Ulaanbaatar,PM2.5 - Principal,2019-06-26 03:00:00,2019,6,26,3,14.6,56.0,Moderate,12.0,UG/M3,1 Hr,Valid
4100,Ulaanbaatar,PM2.5 - Principal,2019-06-26 04:00:00,2019,6,26,4,10.8,45.0,Good,7.0,UG/M3,1 Hr,Valid
4101,Ulaanbaatar,PM2.5 - Principal,2019-06-26 05:00:00,2019,6,26,5,6.9,29.0,Good,3.0,UG/M3,1 Hr,Valid
4102,Ulaanbaatar,PM2.5 - Principal,2019-06-26 06:00:00,2019,6,26,6,5.4,23.0,Good,4.0,UG/M3,1 Hr,Valid
4103,Ulaanbaatar,PM2.5 - Principal,2019-06-26 07:00:00,2019,6,26,7,5.2,22.0,Good,5.0,UG/M3,1 Hr,Valid
4104,Ulaanbaatar,PM2.5 - Principal,2019-06-26 08:00:00,2019,6,26,8,6.6,28.0,Good,8.0,UG/M3,1 Hr,Valid
4105,Ulaanbaatar,PM2.5 - Principal,2019-06-26 09:00:00,2019,6,26,9,8.3,35.0,Good,10.0,UG/M3,1 Hr,Valid
4106,Ulaanbaatar,PM2.5 - Principal,2019-06-26 10:00:00,2019,6,26,10,13.1,53.0,Moderate,18.0,UG/M3,1 Hr,Valid
4107,Ulaanbaatar,PM2.5 - Principal,2019-06-26 11:00:00,2019,6,26,11,8.5,35.0,Good,4.0,UG/M3,1 Hr,Valid
4108,Ulaanbaatar,PM2.5 - Principal,2019-06-26 12:00:00,2019,6,26,12,6.7,28.0,Good,5.0,UG/M3,1 Hr,Valid
4109,Ulaanbaatar,PM2.5 - Principal,2019-06-26 13:00:00,2019,6,26,13,6.3,26.0,Good,6.0,UG/M3,1 Hr,Valid
4110,Ulaanbaatar,PM2.5 - Principal,2019-06-26 14:00:00,2019,6,26,14,5.6,23.0,Good,5.0,UG/M3,1 Hr,Valid
4111,Ulaanbaatar,PM2.5 - Principal,2019-06-26 15:00:00,2019,6,26,15,4.8,20.0,Good,4.0,UG/M3,1 Hr,Valid
4112,Ulaanbaatar,PM2.5 - Principal,2019-06-26 16:00:00,2019,6,26,16,2.4,10.0,Good,0.0,UG/M3,1 Hr,Valid
4113,Ulaanbaatar,PM2.5 - Principal,2019-06-26 17:00:00,2019,6,26,17,4.2,18.0,Good,6.0,UG/M3,1 Hr,Valid
4114,Ulaanbaatar,PM2.5 - Principal,2019-06-26 18:00:00,2019,6,26,18,4.6,19.0,Good,5.0,UG/M3,1 Hr,Valid
4115,Ulaanbaatar,PM2.5 - Principal,2019-06-26 19:00:00,2019,6,26,19,4.3,18.0,Good,4.0,UG/M3,1 Hr,Valid
4116,Ulaanbaatar,PM2.5 - Principal,2019-06-26 20:00:00,2019,6,26,20,3.6,15.0,Good,3.0,UG/M3,1 Hr,Valid
4117,Ulaanbaatar,PM2.5 - Principal,2019-06-26 21:00:00,2019,6,26,21,5.3,22.0,Good,7.0,UG/M3,1 Hr,Valid
4118,Ulaanbaatar,PM2.5 - Principal,2019-06-26 22:00:00,2019,6,26,22,5.6,23.0,Good,6.0,UG/M3,1 Hr,Valid
4119,Ulaanbaatar,PM2.5 - Principal,2019-06-26 23:00:00,2019,6,26,23,5.8,24.0,Good,6.0,UG/M3,1 Hr,Valid
4120,Ulaanbaatar,PM2.5 - Principal,2019-06-27 00:00:00,2019,6,27,0,4.9,20.0,Good,4.0,UG/M3,1 Hr,Valid
4121,Ulaanbaatar,PM2.5 - Principal,2019-06-27 01:00:00,2019,6,27,1,5.4,23.0,Good,6.0,UG/M3,1 Hr,Valid
4122,Ulaanbaatar,PM2.5 - Principal,2019-06-27 02:00:00,2019,6,27,2,5.2,22.0,Good,5.0,UG/M3,1 Hr,Valid
4123,Ulaanbaatar,PM2.5 - Principal,2019-06-27 03:00:00,2019,6,27,3,4.6,19.0,Good,4.0,UG/M3,1 Hr,Valid
4124,Ulaanbaatar,PM2.5 - Principal,2019-06-27 04:00:00,2019,6,27,4,3.3,14.0,Good,2.0,UG/M3,1 Hr,Valid
4125,Ulaanbaatar,PM2.5 - Principal,2019-06-27 05:00:00,2019,6,27,5,3.1,13.0,Good,3.0,UG/M3,1 Hr,Valid
4126,Ulaanbaatar,PM2.5 - Principal,2019-06-27 06:00:00,2019,6,27,6,3.5,15.0,Good,4.0,UG/M3,1 Hr,Valid
4127,Ulaanbaatar,PM2.5 - Principal,2019-06-27 07:00:00,2019,6,27,7,72.8,160.0,Unhealthy,142.0,UG/M3,1 Hr,Valid
4128,Ulaanbaatar,PM2.5 - Principal,2019-06-27 08:00:00,2019,6,27,8,72.8,160.0,Unhealthy,-2.0,UG/M3,1 Hr,Invalid
4129,Ulaanbaatar,PM2.5 - Principal,2019-06-27 09:00:00,2019,6,27,9,24.9,78.0,Moderate,1.0,UG/M3,1 Hr,Valid
4130,Ulaanbaatar,PM2.5 - Principal,2019-06-27 10:00:00,2019,6,27,10,12.4,52.0,Moderate,3.0,UG/M3,1 Hr,Valid
4131,Ulaanbaatar,PM2.5 - Principal,2019-06-27 11:00:00,2019,6,27,11,7.3,30.0,Good,3.0,UG/M3,1 Hr,Valid
4132,Ulaanbaatar,PM2.5 - Principal,2019-06-27 12:00:00,2019,6,27,12,4.0,17.0,Good,1.0,UG/M3,1 Hr,Valid
4133,Ulaanbaatar,PM2.5 - Principal,2019-06-27 13:00:00,2019,6,27,13,2.5,10.0,Good,1.0,UG/M3,1 Hr,Valid
4134,Ulaanbaatar,PM2.5 - Principal,2019-06-27 14:00:00,2019,6,27,14,3.2,13.0,Good,4.0,UG/M3,1 Hr,Valid
4135,Ulaanbaatar,PM2.5 - Principal,2019-06-27 15:00:00,2019,6,27,15,3.6,15.0,Good,4.0,UG/M3,1 Hr,Valid
4136,Ulaanbaatar,PM2.5 - Principal,2019-06-27 16:00:00,2019,6,27,16,3.8,16.0,Good,4.0,UG/M3,1 Hr,Valid
4137,Ulaanbaatar,PM2.5 - Principal,2019-06-27 17:00:00,2019,6,27,17,3.4,14.0,Good,3.0,UG/M3,1 Hr,Valid
4138,Ulaanbaatar,PM2.5 - Principal,2019-06-27 18:00:00,2019,6,27,18,3.2,13.0,Good,3.0,UG/M3,1 Hr,Valid
4139,Ulaanbaatar,PM2.5 - Principal,2019-06-27 19:00:00,2019,6,27,19,2.5,10.0,Good,2.0,UG/M3,1 Hr,Valid
4140,Ulaanbaatar,PM2.5 - Principal,2019-06-27 20:00:00,2019,6,27,20,2.7,11.0,Good,3.0,UG/M3,1 Hr,Valid
4141,Ulaanbaatar,PM2.5 - Principal,2019-06-27 21:00:00,2019,6,27,21,2.8,12.0,Good,3.0,UG/M3,1 Hr,Valid
4142,Ulaanbaatar,PM2.5 - Principal,2019-06-27 22:00:00,2019,6,27,22,4.4,18.0,Good,6.0,UG/M3,1 Hr,Valid
4143,Ulaanbaatar,PM2.5 - Principal,2019-06-27 23:00:00,2019,6,27,23,4.2,18.0,Good,4.0,UG/M3,1 Hr,Valid
4144,Ulaanbaatar,PM2.5 - Principal,2019-06-28 00:00:00,2019,6,28,0,3.6,15.0,Good,3.0,UG/M3,1 Hr,Valid
4145,Ulaanbaatar,PM2.5 - Principal,2019-06-28 01:00:00,2019,6,28,1,3.8,16.0,Good,4.0,UG/M3,1 Hr,Valid
4146,Ulaanbaatar,PM2.5 - Principal,2019-06-28 02:00:00,2019,6,28,2,3.4,14.0,Good,3.0,UG/M3,1 Hr,Valid
4147,Ulaanbaatar,PM2.5 - Principal,2019-06-28 03:00:00,2019,6,28,3,2.7,11.0,Good,2.0,UG/M3,1 Hr,Valid
4148,Ulaanbaatar,PM2.5 - Principal,2019-06-28 04:00:00,2019,6,28,4,2.3,10.0,Good,2.0,UG/M3,1 Hr,Valid
4149,Ulaanbaatar,PM2.5 - Principal,2019-06-28 05:00:00,2019,6,28,5,2.6,11.0,Good,3.0,UG/M3,1 Hr,Valid
4150,Ulaanbaatar,PM2.5 - Principal,2019-06-28 06:00:00,2019,6,28,6,1.8,8.0,Good,1.0,UG/M3,1 Hr,Valid
4151,Ulaanbaatar,PM2.5 - Principal,2019-06-28 07:00:00,2019,6,28,7,1.8,8.0,Good,-2.0,UG/M3,1 Hr,Invalid
4152,Ulaanbaatar,PM2.5 - Principal,2019-06-28 08:00:00,2019,6,28,8,48.32179800839755,133.0,Unhealthy for Sensitive Groups,-2.0,UG/M3,1 Hr,Invalid
4153,Ulaanbaatar,PM2.5 - Principal,2019-06-28 09:00:00,2019,6,28,9,48.32179800839755,133.0,Unhealthy for Sensitive Groups,-1.0,UG/M3,1 Hr,Invalid
4154,Ulaanbaatar,PM2.5 - Principal,2019-06-28 10:00:00,2019,6,28,10,48.32179800839755,133.0,Unhealthy for Sensitive Groups,0.0,UG/M3,1 Hr,Invalid
4155,Ulaanbaatar,PM2.5 - Principal,2019-06-28 11:00:00,2019,6,28,11,48.32179800839755,133.0,Unhealthy for Sensitive Groups,1.0,UG/M3,1 Hr,Valid
4156,Ulaanbaatar,PM2.5 - Principal,2019-06-28 12:00:00,2019,6,28,12,2.9,12.0,Good,4.0,UG/M3,1 Hr,Valid
4157,Ulaanbaatar,PM2.5 - Principal,2019-06-28 13:00:00,2019,6,28,13,4.1,17.0,Good,5.0,UG/M3,1 Hr,Valid
4158,Ulaanbaatar,PM2.5 - Principal,2019-06-28 14:00:00,2019,6,28,14,5.1,21.0,Good,6.0,UG/M3,1 Hr,Valid
4159,Ulaanbaatar,PM2.5 - Principal,2019-06-28 15:00:00,2019,6,28,15,5.5,23.0,Good,6.0,UG/M3,1 Hr,Valid
4160,Ulaanbaatar,PM2.5 - Principal,2019-06-28 16:00:00,2019,6,28,16,4.7,20.0,Good,4.0,UG/M3,1 Hr,Valid
4161,Ulaanbaatar,PM2.5 - Principal,2019-06-28 17:00:00,2019,6,28,17,4.3,18.0,Good,4.0,UG/M3,1 Hr,Valid
4162,Ulaanbaatar,PM2.5 - Principal,2019-06-28 18:00:00,2019,6,28,18,4.1,17.0,Good,4.0,UG/M3,1 Hr,Valid
4163,Ulaanbaatar,PM2.5 - Principal,2019-06-28 19:00:00,2019,6,28,19,5.0,21.0,Good,6.0,UG/M3,1 Hr,Valid
4164,Ulaanbaatar,PM2.5 - Principal,2019-06-28 20:00:00,2019,6,28,20,5.5,23.0,Good,6.0,UG/M3,1 Hr,Valid
4165,Ulaanbaatar,PM2.5 - Principal,2019-06-28 21:00:00,2019,6,28,21,5.2,22.0,Good,5.0,UG/M3,1 Hr,Valid
4166,Ulaanbaatar,PM2.5 - Principal,2019-06-28 22:00:00,2019,6,28,22,4.6,19.0,Good,4.0,UG/M3,1 Hr,Valid
4167,Ulaanbaatar,PM2.5 - Principal,2019-06-28 23:00:00,2019,6,28,23,4.8,20.0,Good,5.0,UG/M3,1 Hr,Valid
4168,Ulaanbaatar,PM2.5 - Principal,2019-06-29 00:00:00,2019,6,29,0,10.4,43.0,Good,16.0,UG/M3,1 Hr,Valid
4169,Ulaanbaatar,PM2.5 - Principal,2019-06-29 01:00:00,2019,6,29,1,9.7,40.0,Good,9.0,UG/M3,1 Hr,Valid
4170,Ulaanbaatar,PM2.5 - Principal,2019-06-29 02:00:00,2019,6,29,2,13.3,54.0,Moderate,17.0,UG/M3,1 Hr,Valid
4171,Ulaanbaatar,PM2.5 - Principal,2019-06-29 03:00:00,2019,6,29,3,8.6,36.0,Good,4.0,UG/M3,1 Hr,Valid
4172,Ulaanbaatar,PM2.5 - Principal,2019-06-29 04:00:00,2019,6,29,4,7.3,30.0,Good,6.0,UG/M3,1 Hr,Valid
4177,Ulaanbaatar,PM2.5 - Principal,2019-06-29 09:00:00,2019,6,29,9,8.7,36.0,Good,7.0,UG/M3,1 Hr,Valid
4178,Ulaanbaatar,PM2.5 - Principal,2019-06-29 10:00:00,2019,6,29,10,7.3,30.0,Good,6.0,UG/M3,1 Hr,Valid
4179,Ulaanbaatar,PM2.5 - Principal,2019-06-29 11:00:00,2019,6,29,11,7.1,30.0,Good,7.0,UG/M3,1 Hr,Valid
4180,Ulaanbaatar,PM2.5 - Principal,2019-06-29 12:00:00,2019,6,29,12,6.5,27.0,Good,6.0,UG/M3,1 Hr,Valid
4181,Ulaanbaatar,PM2.5 - Principal,2019-06-29 13:00:00,2019,6,29,13,6.2,26.0,Good,6.0,UG/M3,1 Hr,Valid
4182,Ulaanbaatar,PM2.5 - Principal,2019-06-29 14:00:00,2019,6,29,14,5.6,23.0,Good,5.0,UG/M3,1 Hr,Valid
4183,Ulaanbaatar,PM2.5 - Principal,2019-06-29 15:00:00,2019,6,29,15,6.3,26.0,Good,7.0,UG/M3,1 Hr,Valid
4184,Ulaanbaatar,PM2.5 - Principal,2019-06-29 16:00:00,2019,6,29,16,6.1,25.0,Good,6.0,UG/M3,1 Hr,Valid
4185,Ulaanbaatar,PM2.5 - Principal,2019-06-29 17:00:00,2019,6,29,17,4.5,19.0,Good,3.0,UG/M3,1 Hr,Valid
4186,Ulaanbaatar,PM2.5 - Principal,2019-06-29 18:00:00,2019,6,29,18,4.5,19.0,Good,0.0,UG/M3,1 Hr,Invalid
4187,Ulaanbaatar,PM2.5 - Principal,2019-06-29 19:00:00,2019,6,29,19,3.5,15.0,Good,3.0,UG/M3,1 Hr,Valid
4188,Ulaanbaatar,PM2.5 - Principal,2019-06-29 20:00:00,2019,6,29,20,4.3,18.0,Good,5.0,UG/M3,1 Hr,Valid
4189,Ulaanbaatar,PM2.5 - Principal,2019-06-29 21:00:00,2019,6,29,21,5.2,22.0,Good,6.0,UG/M3,1 Hr,Valid
4190,Ulaanbaatar,PM2.5 - Principal,2019-06-29 22:00:00,2019,6,29,22,7.1,30.0,Good,9.0,UG/M3,1 Hr,Valid
4191,Ulaanbaatar,PM2.5 - Principal,2019-06-29 23:00:00,2019,6,29,23,9.6,40.0,Good,12.0,UG/M3,1 Hr,Valid
4192,Ulaanbaatar,PM2.5 - Principal,2019-06-30 00:00:00,2019,6,30,0,13.8,55.0,Moderate,18.0,UG/M3,1 Hr,Valid
4193,Ulaanbaatar,PM2.5 - Principal,2019-06-30 01:00:00,2019,6,30,1,15.4,58.0,Moderate,17.0,UG/M3,1 Hr,Valid
4194,Ulaanbaatar,PM2.5 - Principal,2019-06-30 02:00:00,2019,6,30,2,16.2,60.0,Moderate,17.0,UG/M3,1 Hr,Valid
4195,Ulaanbaatar,PM2.5 - Principal,2019-06-30 03:00:00,2019,6,30,3,16.6,60.0,Moderate,17.0,UG/M3,1 Hr,Valid
4196,Ulaanbaatar,PM2.5 - Principal,2019-06-30 04:00:00,2019,6,30,4,13.8,55.0,Moderate,11.0,UG/M3,1 Hr,Valid
4197,Ulaanbaatar,PM2.5 - Principal,2019-06-30 05:00:00,2019,6,30,5,10.4,43.0,Good,7.0,UG/M3,1 Hr,Valid
4198,Ulaanbaatar,PM2.5 - Principal,2019-06-30 06:00:00,2019,6,30,6,8.2,34.0,Good,6.0,UG/M3,1 Hr,Valid
4199,Ulaanbaatar,PM2.5 - Principal,2019-06-30 07:00:00,2019,6,30,7,6.6,28.0,Good,5.0,UG/M3,1 Hr,Valid
4200,Ulaanbaatar,PM2.5 - Principal,2019-06-30 08:00:00,2019,6,30,8,6.3,26.0,Good,6.0,UG/M3,1 Hr,Valid
4201,Ulaanbaatar,PM2.5 - Principal,2019-06-30 09:00:00,2019,6,30,9,9.1,38.0,Good,12.0,UG/M3,1 Hr,Valid
4202,Ulaanbaatar,PM2.5 - Principal,2019-06-30 10:00:00,2019,6,30,10,12.0,50.0,Good,15.0,UG/M3,1 Hr,Valid
4203,Ulaanbaatar,PM2.5 - Principal,2019-06-30 11:00:00,2019,6,30,11,12.0,50.0,Good,12.0,UG/M3,1 Hr,Valid
4204,Ulaanbaatar,PM2.5 - Principal,2019-06-30 12:00:00,2019,6,30,12,14.5,56.0,Moderate,17.0,UG/M3,1 Hr,Valid
4205,Ulaanbaatar,PM2.5 - Principal,2019-06-30 13:00:00,2019,6,30,13,14.2,55.0,Moderate,14.0,UG/M3,1 Hr,Valid
4206,Ulaanbaatar,PM2.5 - Principal,2019-06-30 14:00:00,2019,6,30,14,11.1,46.0,Good,8.0,UG/M3,1 Hr,Valid
