Site,Parameter,Date LT,Year,Month,Day,Hour,NowCast Conc,AQI,AQI Category,Raw Conc,Conc Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,04-01-2018 13:00,2018,1,4,13,-999,-999,N/A,173,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 14:00,2018,1,4,14,139.6,194,Unhealthy,115,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 15:00,2018,1,4,15,113.4,181,Unhealthy,93,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 16:00,2018,1,4,16,150.1,200,Unhealthy,183,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 17:00,2018,1,4,17,214.3,264,Very Unhealthy,275,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 18:00,2018,1,4,18,242,292,Very Unhealthy,269,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 19:00,2018,1,4,19,234.9,285,Very Unhealthy,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 20:00,2018,1,4,20,329.3,379,Hazardous,423,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 21:00,2018,1,4,21,329.3,379,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 22:00,2018,1,4,22,316.4,366,Hazardous,310,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2018 23:00,2018,1,4,23,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 00:00,2018,1,5,0,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 01:00,2018,1,5,1,-999,-999,N/A,269,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 02:00,2018,1,5,2,291.9,342,Hazardous,301,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 03:00,2018,1,5,3,281.4,332,Hazardous,273,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 04:00,2018,1,5,4,282,332,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 05:00,2018,1,5,5,346.4,396,Hazardous,382,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 06:00,2018,1,5,6,281.9,332,Hazardous,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 07:00,2018,1,5,7,266.4,317,Hazardous,251,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 08:00,2018,1,5,8,312.4,362,Hazardous,369,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 09:00,2018,1,5,9,229.7,279,Very Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 10:00,2018,1,5,10,277.2,327,Hazardous,324,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 11:00,2018,1,5,11,277.2,327,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 12:00,2018,1,5,12,294.4,345,Hazardous,303,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 13:00,2018,1,5,13,270.1,320,Hazardous,252,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 14:00,2018,1,5,14,198,248,Very Unhealthy,135,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 15:00,2018,1,5,15,171.1,221,Very Unhealthy,146,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 16:00,2018,1,5,16,158.8,209,Very Unhealthy,147,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 17:00,2018,1,5,17,145.8,198,Unhealthy,133,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 18:00,2018,1,5,18,151.9,202,Very Unhealthy,158,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 19:00,2018,1,5,19,140.4,195,Unhealthy,129,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 20:00,2018,1,5,20,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 21:00,2018,1,5,21,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 22:00,2018,1,5,22,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,05-01-2018 23:00,2018,1,5,23,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 00:00,2018,1,6,0,-999,-999,N/A,454,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 01:00,2018,1,6,1,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 02:00,2018,1,6,2,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 03:00,2018,1,6,3,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 04:00,2018,1,6,4,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 05:00,2018,1,6,5,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 06:00,2018,1,6,6,-999,-999,N/A,327,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 07:00,2018,1,6,7,377.4,419,Hazardous,417,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 08:00,2018,1,6,8,373.5,416,Hazardous,368,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 09:00,2018,1,6,9,344.3,394,Hazardous,297,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 10:00,2018,1,6,10,344.3,394,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 11:00,2018,1,6,11,280.2,330,Hazardous,240,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 12:00,2018,1,6,12,336.8,387,Hazardous,392,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 13:00,2018,1,6,13,326.6,376,Hazardous,315,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 14:00,2018,1,6,14,272.7,323,Hazardous,218,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 15:00,2018,1,6,15,183.8,234,Very Unhealthy,100,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 16:00,2018,1,6,16,131.9,190,Unhealthy,81,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 17:00,2018,1,6,17,102.3,175,Unhealthy,73,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 18:00,2018,1,6,18,176.3,227,Very Unhealthy,250,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 19:00,2018,1,6,19,208.6,259,Very Unhealthy,241,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 20:00,2018,1,6,20,196.8,247,Very Unhealthy,185,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 21:00,2018,1,6,21,209.8,260,Very Unhealthy,223,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 22:00,2018,1,6,22,225.4,275,Very Unhealthy,241,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2018 23:00,2018,1,6,23,199.2,249,Very Unhealthy,173,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 00:00,2018,1,7,0,175,225,Very Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 01:00,2018,1,7,1,174.5,225,Very Unhealthy,174,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 02:00,2018,1,7,2,189.7,240,Very Unhealthy,205,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 03:00,2018,1,7,3,149.3,199,Unhealthy,109,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 04:00,2018,1,7,4,144.1,197,Unhealthy,139,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 05:00,2018,1,7,5,126.1,187,Unhealthy,108,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 06:00,2018,1,7,6,108.5,178,Unhealthy,91,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 07:00,2018,1,7,7,139.7,194,Unhealthy,171,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 08:00,2018,1,7,8,145.3,197,Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 09:00,2018,1,7,9,144.6,197,Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 10:00,2018,1,7,10,134.3,192,Unhealthy,124,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 11:00,2018,1,7,11,125.6,187,Unhealthy,117,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 12:00,2018,1,7,12,103.8,176,Unhealthy,82,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 13:00,2018,1,7,13,94.3,171,Unhealthy,85,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 14:00,2018,1,7,14,112.1,180,Unhealthy,130,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 15:00,2018,1,7,15,122,185,Unhealthy,132,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 16:00,2018,1,7,16,100.5,174,Unhealthy,79,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 17:00,2018,1,7,17,61.7,154,Unhealthy,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 18:00,2018,1,7,18,44.3,123,Unhealthy for Sensitive Groups,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 19:00,2018,1,7,19,40.1,112,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 20:00,2018,1,7,20,34.5,98,Moderate,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 21:00,2018,1,7,21,27.7,84,Moderate,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 22:00,2018,1,7,22,23.3,75,Moderate,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2018 23:00,2018,1,7,23,20.6,69,Moderate,18,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 00:00,2018,1,8,0,25.8,80,Moderate,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 01:00,2018,1,8,1,19.9,67,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 02:00,2018,1,8,2,15.4,58,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 03:00,2018,1,8,3,15.2,58,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 04:00,2018,1,8,4,13.5,54,Moderate,12,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 05:00,2018,1,8,5,49.8,136,Unhealthy for Sensitive Groups,86,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 06:00,2018,1,8,6,150.9,201,Very Unhealthy,252,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 07:00,2018,1,8,7,199.4,249,Very Unhealthy,248,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 08:00,2018,1,8,8,170.2,221,Very Unhealthy,141,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 09:00,2018,1,8,9,95.6,172,Unhealthy,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 10:00,2018,1,8,10,88.8,168,Unhealthy,82,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 11:00,2018,1,8,11,88.8,168,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 12:00,2018,1,8,12,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 13:00,2018,1,8,13,-999,-999,N/A,121,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 14:00,2018,1,8,14,61.9,154,Unhealthy,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 15:00,2018,1,8,15,38.7,109,Unhealthy for Sensitive Groups,20,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 16:00,2018,1,8,16,21.5,71,Moderate,6,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 17:00,2018,1,8,17,19.2,66,Moderate,17,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 18:00,2018,1,8,18,17.5,62,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 19:00,2018,1,8,19,24.2,76,Moderate,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 20:00,2018,1,8,20,29.1,87,Moderate,34,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 21:00,2018,1,8,21,31.5,92,Moderate,34,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 22:00,2018,1,8,22,28.2,85,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2018 23:00,2018,1,8,23,27.1,83,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2018 00:00,2018,1,9,0,27.5,83,Moderate,28,UG/M3,1 Hr,Valid
